intersection_id,tollgate_id,starting_time,travel_time
A,2,7/22/16 10:37,79.6
A,2,7/22/16 10:38,106.8
A,2,7/22/16 10:38,90.73
A,2,7/22/16 10:38,129.78
B,3,7/22/16 10:40,106.89
B,3,7/22/16 10:40,134.87
A,2,7/22/16 10:40,43.39
C,1,7/22/16 10:43,167.63
B,1,7/22/16 10:44,34.02
A,2,7/22/16 10:44,55.79
C,3,7/22/16 10:45,189.05
A,3,7/22/16 10:45,110.86
A,2,7/22/16 10:45,249.27
B,1,7/22/16 10:46,79.9
A,2,7/22/16 10:48,216.12
A,2,7/22/16 10:48,166.95
A,2,7/22/16 10:49,65.93
A,2,7/22/16 10:50,21.38
C,1,7/22/16 10:51,181.92
B,3,7/22/16 10:51,196.85
A,3,7/22/16 10:53,110.56
B,3,7/22/16 10:55,422.21
A,2,7/22/16 10:55,63.89
B,1,7/22/16 10:59,47.29
A,2,7/22/16 11:00,52.49
A,3,7/22/16 11:00,104.71
B,3,7/22/16 11:01,173.53
C,1,7/22/16 11:02,139.02
A,3,7/22/16 11:03,109.66
A,3,7/22/16 11:03,107.71
A,2,7/22/16 11:03,84.73
A,2,7/22/16 11:03,79.74
C,3,7/22/16 11:06,229.49
B,3,7/22/16 11:06,69.03
A,3,7/22/16 11:06,94.36
B,1,7/22/16 11:07,147.59
A,2,7/22/16 11:07,25.53
A,2,7/22/16 11:09,50.01
B,3,7/22/16 11:10,106.91
A,2,7/22/16 11:10,40
A,2,7/22/16 11:10,86.93
A,3,7/22/16 11:11,176.79
B,3,7/22/16 11:12,74.91
A,2,7/22/16 11:12,29.79
B,3,7/22/16 11:12,88.07
A,2,7/22/16 11:15,50.56
B,3,7/22/16 11:16,160.06
A,2,7/22/16 11:17,44.59
A,2,7/22/16 11:17,53.08
B,1,7/22/16 11:19,66.47
A,2,7/22/16 11:19,45.35
A,3,7/22/16 11:20,94.78
A,2,7/22/16 11:21,37.41
B,3,7/22/16 11:21,57.21
B,3,7/22/16 11:21,92.59
A,2,7/22/16 11:22,71.27
C,1,7/22/16 11:23,116.63
A,2,7/22/16 11:23,96.79
B,3,7/22/16 11:24,101.81
A,2,7/22/16 11:26,37.38
C,1,7/22/16 11:26,161.86
C,3,7/22/16 11:26,141.22
C,1,7/22/16 11:27,234.38
A,2,7/22/16 11:31,46
A,2,7/22/16 11:31,49.15
B,1,7/22/16 11:33,51.75
A,3,7/22/16 11:33,78.68
A,3,7/22/16 11:34,75.21
B,3,7/22/16 11:34,94.85
A,2,7/22/16 11:35,30.33
C,1,7/22/16 11:35,227.84
A,2,7/22/16 11:36,50.37
A,3,7/22/16 11:38,100.13
A,2,7/22/16 11:39,34.5
B,3,7/22/16 11:39,149.48
A,2,7/22/16 11:40,40.18
A,2,7/22/16 11:40,39.76
A,2,7/22/16 11:40,83.17
A,3,7/22/16 11:42,74.98
B,3,7/22/16 11:43,63.24
A,2,7/22/16 11:44,10.61
A,3,7/22/16 11:46,129.68
B,3,7/22/16 11:46,134.97
A,2,7/22/16 11:47,19.95
A,3,7/22/16 11:48,136.36
A,2,7/22/16 11:48,83.98
A,2,7/22/16 11:49,48.89
A,2,7/22/16 11:49,49.08
A,2,7/22/16 11:50,46.72
A,2,7/22/16 11:50,70
A,2,7/22/16 11:51,49.96
B,3,7/22/16 11:51,61.44
B,3,7/22/16 11:52,66.26
A,2,7/22/16 11:54,62.63
A,3,7/22/16 11:56,127.45
A,3,7/22/16 11:57,118.67
A,3,7/22/16 11:59,141.32
A,2,7/22/16 12:01,47.77
A,2,7/22/16 12:04,67
A,2,7/22/16 12:04,49.86
A,2,7/22/16 12:04,122.06
A,2,7/22/16 12:05,41.74
B,1,7/22/16 12:06,81.12
A,2,7/22/16 12:06,76.18
B,3,7/22/16 12:09,73.02
A,2,7/22/16 12:10,159.07
A,2,7/22/16 12:11,200.16
A,2,7/22/16 12:11,203.02
A,2,7/22/16 12:13,149.3
A,2,7/22/16 12:17,43.33
C,1,7/22/16 12:18,213.29
A,2,7/22/16 12:18,61.62
B,3,7/22/16 12:18,176.84
C,1,7/22/16 12:20,157.98
A,2,7/22/16 12:24,54.49
B,3,7/22/16 12:24,57.37
A,2,7/22/16 12:25,81.08
A,2,7/22/16 12:26,24.35
A,3,7/22/16 12:26,89.81
B,1,7/22/16 12:29,47.18
C,1,7/22/16 12:29,181.17
A,2,7/22/16 12:32,43.32
A,2,7/22/16 12:33,81.4
A,2,7/22/16 12:34,53.15
B,1,7/22/16 12:34,86.11
A,2,7/22/16 12:35,75.4
A,2,7/22/16 12:35,38.64
B,3,7/22/16 12:37,108.28
A,2,7/22/16 12:38,51.75
C,3,7/22/16 12:38,125.71
A,3,7/22/16 12:40,74.87
A,3,7/22/16 12:41,73.05
C,1,7/22/16 12:42,184.39
A,2,7/22/16 12:42,92.75
B,3,7/22/16 12:42,144.31
B,3,7/22/16 12:43,135.17
B,1,7/22/16 12:43,174.14
A,2,7/22/16 12:45,45.32
A,3,7/22/16 12:45,76.44
A,2,7/22/16 12:46,42.06
A,2,7/22/16 12:50,61.05
A,2,7/22/16 12:52,41.47
A,2,7/22/16 12:53,55.54
B,3,7/22/16 12:54,274.32
B,3,7/22/16 12:54,334.24
A,3,7/22/16 12:55,192.26
C,1,7/22/16 12:56,123
A,3,7/22/16 12:56,138.2
A,3,7/22/16 12:57,185.55
C,3,7/22/16 12:58,211.99
B,3,7/22/16 12:58,128.39
B,1,7/22/16 12:58,150.72
B,3,7/22/16 12:58,186.42
A,2,7/22/16 12:58,87.15
A,3,7/22/16 13:00,109.1
A,3,7/22/16 13:02,98.48
A,2,7/22/16 13:02,33.04
A,2,7/22/16 13:02,63.54
A,2,7/22/16 13:03,62.77
A,2,7/22/16 13:04,87.5
A,2,7/22/16 13:07,61.05
C,1,7/22/16 13:07,144.44
C,3,7/22/16 13:08,150.07
A,2,7/22/16 13:08,62.5
A,2,7/22/16 13:08,40.89
B,3,7/22/16 13:09,86.86
A,2,7/22/16 13:11,47.42
A,3,7/22/16 13:12,85.06
A,2,7/22/16 13:13,36.43
A,3,7/22/16 13:13,76.54
B,3,7/22/16 13:15,96.68
A,2,7/22/16 13:16,54.08
B,3,7/22/16 13:18,121.92
A,3,7/22/16 13:18,94.74
A,2,7/22/16 13:22,38.42
A,2,7/22/16 13:23,51.97
B,3,7/22/16 13:24,107.58
A,2,7/22/16 13:25,45.23
A,2,7/22/16 13:25,54.67
A,3,7/22/16 13:25,117.86
A,2,7/22/16 13:26,140.29
A,2,7/22/16 13:28,118.73
C,1,7/22/16 13:28,209.28
A,2,7/22/16 13:30,112.2
A,2,7/22/16 13:30,53.93
A,2,7/22/16 13:30,78.22
B,1,7/22/16 13:30,151.04
A,3,7/22/16 13:32,83.98
A,2,7/22/16 13:32,51.35
B,3,7/22/16 13:33,62.5
B,3,7/22/16 13:34,52.88
A,2,7/22/16 13:34,69.14
A,2,7/22/16 13:35,23.37
B,3,7/22/16 13:36,55.57
A,2,7/22/16 13:36,68.39
A,2,7/22/16 13:36,66.57
A,2,7/22/16 13:37,52
A,2,7/22/16 13:37,73.38
A,2,7/22/16 13:39,40.16
A,3,7/22/16 13:39,130.22
B,3,7/22/16 13:40,92.7
A,2,7/22/16 13:40,52.21
A,2,7/22/16 13:41,80.34
A,2,7/22/16 13:41,96.1
B,3,7/22/16 13:42,73.24
B,1,7/22/16 13:43,83.83
A,3,7/22/16 13:43,79.27
A,3,7/22/16 13:44,80.01
A,2,7/22/16 13:44,71.38
B,1,7/22/16 13:45,190.1
B,1,7/22/16 13:48,87.61
A,3,7/22/16 13:48,83.69
A,3,7/22/16 13:48,89.8
A,3,7/22/16 13:49,89.74
C,3,7/22/16 13:50,102.97
A,2,7/22/16 13:51,69.6
A,2,7/22/16 13:51,63.31
A,2,7/22/16 13:51,55.91
A,2,7/22/16 13:51,91.58
C,1,7/22/16 13:53,172.54
B,1,7/22/16 13:54,133.34
A,3,7/22/16 13:55,78.12
A,2,7/22/16 13:55,96.43
C,1,7/22/16 13:56,182.95
B,3,7/22/16 13:57,100.43
A,2,7/22/16 13:57,52.55
A,3,7/22/16 13:58,126.16
A,3,7/22/16 13:58,87.06
A,2,7/22/16 13:59,93.57
A,2,7/22/16 13:59,36.13
B,3,7/22/16 14:00,145.05
A,2,7/22/16 14:02,38.67
A,3,7/22/16 14:03,83.59
A,2,7/22/16 14:04,100.59
A,3,7/22/16 14:04,92.27
A,2,7/22/16 14:05,35.38
B,3,7/22/16 14:06,64.96
A,2,7/22/16 14:07,61.57
B,1,7/22/16 14:07,192.34
A,2,7/22/16 14:07,66.24
A,2,7/22/16 14:08,43.06
C,3,7/22/16 14:09,248.26
B,3,7/22/16 14:10,142.1
A,2,7/22/16 14:10,64
A,2,7/22/16 14:10,72.62
A,3,7/22/16 14:10,113.23
A,2,7/22/16 14:12,39.07
C,3,7/22/16 14:12,194.67
A,2,7/22/16 14:13,50.62
C,1,7/22/16 14:13,127.91
A,3,7/22/16 14:14,102.95
A,2,7/22/16 14:14,38.12
A,2,7/22/16 14:16,156.08
B,3,7/22/16 14:19,116.07
A,2,7/22/16 14:21,82.28
A,3,7/22/16 14:21,89.78
B,1,7/22/16 14:25,117.9
A,2,7/22/16 14:26,108.15
A,2,7/22/16 14:26,110.88
A,2,7/22/16 14:26,148.1
A,2,7/22/16 14:26,49.95
A,3,7/22/16 14:28,164.44
A,2,7/22/16 14:28,45.82
A,2,7/22/16 14:28,91.2
A,3,7/22/16 14:29,123
A,3,7/22/16 14:29,89.91
A,2,7/22/16 14:29,73.27
C,3,7/22/16 14:30,200.92
A,2,7/22/16 14:30,88.55
A,2,7/22/16 14:30,78.76
A,2,7/22/16 14:31,136.25
A,2,7/22/16 14:31,138.98
A,3,7/22/16 14:32,195.07
A,2,7/22/16 14:32,111.96
A,2,7/22/16 14:33,92.84
B,3,7/22/16 14:34,108.96
A,2,7/22/16 14:34,75.77
C,1,7/22/16 14:35,132.29
A,2,7/22/16 14:35,60.77
A,2,7/22/16 14:36,94.43
B,3,7/22/16 14:36,72.45
C,1,7/22/16 14:38,125.05
A,2,7/22/16 14:38,49.4
A,3,7/22/16 14:40,77.95
A,2,7/22/16 14:40,95.67
C,1,7/22/16 14:41,188
A,2,7/22/16 14:41,105.32
A,2,7/22/16 14:42,42.64
A,3,7/22/16 14:42,74.92
C,3,7/22/16 14:43,159.21
A,2,7/22/16 14:44,76.08
A,3,7/22/16 14:44,95.79
A,3,7/22/16 14:45,108.44
B,3,7/22/16 14:45,54
B,1,7/22/16 14:46,181.2
B,3,7/22/16 14:46,181.85
C,1,7/22/16 14:46,279.31
A,2,7/22/16 14:46,66.27
A,2,7/22/16 14:46,57.6
A,2,7/22/16 14:47,43.64
A,3,7/22/16 14:47,161.47
A,3,7/22/16 14:47,146.75
B,3,7/22/16 14:48,189.91
A,2,7/22/16 14:49,53.36
A,2,7/22/16 14:51,765.15
A,2,7/22/16 14:51,56.16
A,2,7/22/16 14:51,68.49
A,2,7/22/16 14:51,114.6
A,2,7/22/16 14:52,92.63
A,2,7/22/16 14:52,49.64
A,2,7/22/16 14:53,68.56
A,2,7/22/16 14:54,90
A,2,7/22/16 14:54,90.52
A,2,7/22/16 14:54,92.96
A,2,7/22/16 14:55,52.32
B,3,7/22/16 14:57,106.11
B,3,7/22/16 14:57,109.58
A,2,7/22/16 14:59,17.12
A,2,7/22/16 15:00,63.99
A,2,7/22/16 15:00,43.41
A,3,7/22/16 15:01,98.55
A,3,7/22/16 15:01,76.98
A,2,7/22/16 15:03,21.05
A,2,7/22/16 15:04,99.61
A,2,7/22/16 15:04,94.48
B,1,7/22/16 15:05,158.45
A,3,7/22/16 15:06,96.54
A,3,7/22/16 15:07,85.26
A,2,7/22/16 15:07,72.17
B,3,7/22/16 15:08,151.47
B,3,7/22/16 15:10,142.81
B,1,7/22/16 15:10,130.17
A,3,7/22/16 15:10,45.52
A,3,7/22/16 15:10,146.64
A,2,7/22/16 15:10,51
A,3,7/22/16 15:10,149.93
A,2,7/22/16 15:11,57.4
A,3,7/22/16 15:12,116.6
B,3,7/22/16 15:12,135.72
A,3,7/22/16 15:12,96.43
A,3,7/22/16 15:13,129.66
B,3,7/22/16 15:15,73.82
C,1,7/22/16 15:18,204.39
A,2,7/22/16 15:18,49.06
A,3,7/22/16 15:18,141.28
B,3,7/22/16 15:19,141.73
B,1,7/22/16 15:19,139.02
A,2,7/22/16 15:19,46.61
A,2,7/22/16 15:19,49.13
A,2,7/22/16 15:19,75.98
A,2,7/22/16 15:20,114.48
A,2,7/22/16 15:20,131.32
A,2,7/22/16 15:20,110.3
A,3,7/22/16 15:23,104.03
B,3,7/22/16 15:24,55.42
A,2,7/22/16 15:24,42.32
B,3,7/22/16 15:24,54.47
A,2,7/22/16 15:27,111.45
C,3,7/22/16 15:27,211.03
B,3,7/22/16 15:27,127.41
B,1,7/22/16 15:27,157.02
B,1,7/22/16 15:28,170.02
B,3,7/22/16 15:28,164.26
A,3,7/22/16 15:28,88.93
A,3,7/22/16 15:29,147.94
B,1,7/22/16 15:30,99.27
B,3,7/22/16 15:30,92.81
A,2,7/22/16 15:31,111.11
A,2,7/22/16 15:31,119.12
C,1,7/22/16 15:32,132.93
A,2,7/22/16 15:33,123.7
B,1,7/22/16 15:33,71.86
A,2,7/22/16 15:33,45.62
A,3,7/22/16 15:34,91.91
A,2,7/22/16 15:34,175.62
A,3,7/22/16 15:34,106.67
B,1,7/22/16 15:34,96.29
A,2,7/22/16 15:37,45.7
A,2,7/22/16 15:38,117.67
A,3,7/22/16 15:38,112.87
A,2,7/22/16 15:38,80.83
B,3,7/22/16 15:39,117.51
B,1,7/22/16 15:39,113.22
B,3,7/22/16 15:42,160.11
B,3,7/22/16 15:42,146.03
A,2,7/22/16 15:42,45.46
C,1,7/22/16 15:42,221.93
A,3,7/22/16 15:43,105.23
A,2,7/22/16 15:43,83.56
A,2,7/22/16 15:43,101.17
A,2,7/22/16 15:43,101.9
A,3,7/22/16 15:43,139.31
A,2,7/22/16 15:45,39.61
B,3,7/22/16 15:46,71.34
A,2,7/22/16 15:46,54.95
A,3,7/22/16 15:48,71.89
A,2,7/22/16 15:48,82.77
A,2,7/22/16 15:50,37.78
A,2,7/22/16 15:50,36.73
B,3,7/22/16 15:51,113.19
B,3,7/22/16 15:51,110.91
A,3,7/22/16 15:54,91.76
B,3,7/22/16 15:55,55.18
A,2,7/22/16 15:56,33.27
A,2,7/22/16 15:57,47.85
B,3,7/22/16 15:57,54.19
A,2,7/22/16 15:59,40.6
B,3,7/22/16 16:00,107.6
B,3,7/22/16 16:00,92.5
A,2,7/22/16 16:01,19.56
A,2,7/22/16 16:02,64.33
A,2,7/22/16 16:03,58.27
B,3,7/22/16 16:04,182.95
A,3,7/22/16 16:05,164.54
A,3,7/22/16 16:06,98.64
B,3,7/22/16 16:06,138.18
A,2,7/22/16 16:06,48.37
B,3,7/22/16 16:06,132.15
A,2,7/22/16 16:07,35.83
A,2,7/22/16 16:07,35.7
A,2,7/22/16 16:07,34.64
A,2,7/22/16 16:07,53
A,3,7/22/16 16:08,131.4
A,3,7/22/16 16:08,117.97
B,3,7/22/16 16:08,115
A,2,7/22/16 16:09,24.26
A,3,7/22/16 16:10,118.29
A,3,7/22/16 16:13,91.65
C,1,7/22/16 16:13,206.46
A,2,7/22/16 16:15,101.37
A,2,7/22/16 16:15,31.98
A,2,7/22/16 16:17,114.96
A,2,7/22/16 16:18,104.89
A,2,7/22/16 16:18,76.26
B,3,7/22/16 16:19,145.82
A,2,7/22/16 16:20,53.95
B,3,7/22/16 16:20,77.24
A,3,7/22/16 16:20,113.86
A,3,7/22/16 16:20,127.22
C,1,7/22/16 16:21,182.51
A,2,7/22/16 16:22,56.13
A,2,7/22/16 16:22,60.63
A,2,7/22/16 16:23,73
A,2,7/22/16 16:23,237.32
A,3,7/22/16 16:25,91.34
A,3,7/22/16 16:26,104.17
A,2,7/22/16 16:26,47.64
A,2,7/22/16 16:26,149.09
B,1,7/22/16 16:27,77.02
B,3,7/22/16 16:28,150.06
A,2,7/22/16 16:28,40.71
A,2,7/22/16 16:28,142.67
A,3,7/22/16 16:28,243.85
A,3,7/22/16 16:30,112.74
C,1,7/22/16 16:31,160.93
A,2,7/22/16 16:33,65.48
A,2,7/22/16 16:33,49.58
A,3,7/22/16 16:33,146.33
A,2,7/22/16 16:33,104.41
A,2,7/22/16 16:34,117.83
A,2,7/22/16 16:36,64.55
A,2,7/22/16 16:36,97.32
A,2,7/22/16 16:38,47.83
A,3,7/22/16 16:39,100.27
A,2,7/22/16 16:39,90.2
A,2,7/22/16 16:39,59.24
A,3,7/22/16 16:39,145.66
A,2,7/22/16 16:40,46.52
A,2,7/22/16 16:41,60.17
A,2,7/22/16 16:41,49.58
A,2,7/22/16 16:41,55.09
A,3,7/22/16 16:41,141.94
A,3,7/22/16 16:41,143.25
A,3,7/22/16 16:42,155.01
A,3,7/22/16 16:42,102
A,2,7/22/16 16:42,100.57
A,2,7/22/16 16:44,76.13
A,2,7/22/16 16:44,133.45
B,3,7/22/16 16:44,73.4
A,3,7/22/16 16:44,133.09
B,1,7/22/16 16:45,98.11
A,2,7/22/16 16:46,47.3
A,2,7/22/16 16:46,80.28
A,2,7/22/16 16:46,96.42
A,3,7/22/16 16:46,111.06
A,2,7/22/16 16:47,87.92
A,2,7/22/16 16:47,82.7
A,2,7/22/16 16:48,47.75
C,3,7/22/16 16:49,166.4
A,2,7/22/16 16:49,43.78
A,3,7/22/16 16:49,150.72
B,3,7/22/16 16:49,135.33
A,2,7/22/16 16:50,85.13
C,3,7/22/16 16:50,129.28
A,2,7/22/16 16:51,80.51
A,2,7/22/16 16:52,56.21
B,3,7/22/16 16:53,59.57
B,3,7/22/16 16:53,45.93
B,3,7/22/16 16:53,79.49
A,2,7/22/16 16:53,86.69
A,2,7/22/16 16:54,69.61
A,2,7/22/16 16:54,103.04
B,3,7/22/16 16:55,69.36
A,2,7/22/16 16:56,48.67
A,2,7/22/16 16:56,49.29
A,3,7/22/16 16:57,132.39
A,2,7/22/16 16:58,19.84
B,3,7/22/16 16:58,128.32
A,2,7/22/16 16:59,62.02
A,2,7/22/16 16:59,82.3
C,3,7/22/16 17:00,157.88
A,2,7/22/16 17:01,127.47
B,3,7/22/16 17:01,86.96
A,2,7/22/16 17:01,67.34
A,2,7/22/16 17:01,108.4
A,2,7/22/16 17:02,43.19
A,2,7/22/16 17:04,95.66
A,2,7/22/16 17:04,97.17
A,2,7/22/16 17:05,53.37
C,3,7/22/16 17:06,232.41
C,3,7/22/16 17:06,249.01
B,1,7/22/16 17:07,33.92
A,2,7/22/16 17:07,57.65
B,3,7/22/16 17:07,143.41
A,2,7/22/16 17:08,70.15
A,2,7/22/16 17:08,46
A,3,7/22/16 17:09,89.39
A,3,7/22/16 17:09,152.33
A,2,7/22/16 17:09,81.75
B,1,7/22/16 17:10,25.5
C,3,7/22/16 17:10,213.48
C,1,7/22/16 17:12,74.68
A,2,7/22/16 17:12,78.01
A,3,7/22/16 17:13,118.21
A,3,7/22/16 17:16,108.6
A,2,7/22/16 17:17,109.12
A,2,7/22/16 17:17,64.92
A,2,7/22/16 17:17,39.64
C,3,7/22/16 17:18,226.32
A,2,7/22/16 17:20,94.41
A,2,7/22/16 17:20,108.4
A,2,7/22/16 17:21,169.2
B,3,7/22/16 17:22,145.57
A,2,7/22/16 17:23,103.24
A,2,7/22/16 17:23,156.98
A,2,7/22/16 17:23,65.33
A,2,7/22/16 17:24,149.72
B,3,7/22/16 17:24,139.1
B,3,7/22/16 17:25,142.77
A,2,7/22/16 17:25,45.01
A,3,7/22/16 17:26,128.09
A,2,7/22/16 17:28,100.29
A,2,7/22/16 17:28,86.99
A,3,7/22/16 17:29,129.52
A,2,7/22/16 17:30,38.64
A,3,7/22/16 17:30,131.34
A,2,7/22/16 17:30,71
A,2,7/22/16 17:30,114.25
A,2,7/22/16 17:31,85.26
B,3,7/22/16 17:31,120.51
A,2,7/22/16 17:33,55.22
A,2,7/22/16 17:35,40.31
A,2,7/22/16 17:36,130.35
A,2,7/22/16 17:37,102.23
C,1,7/22/16 17:37,209.64
A,2,7/22/16 17:38,71.6
A,3,7/22/16 17:38,142.05
A,2,7/22/16 17:39,96.04
A,2,7/22/16 17:40,19.68
B,3,7/22/16 17:40,232.19
B,3,7/22/16 17:40,215.43
A,3,7/22/16 17:41,99.51
A,2,7/22/16 17:41,104
A,2,7/22/16 17:41,137.11
C,1,7/22/16 17:41,114.83
A,2,7/22/16 17:43,134.37
A,3,7/22/16 17:44,76.26
A,2,7/22/16 17:46,98.42
A,2,7/22/16 17:46,154.76
A,2,7/22/16 17:46,300.1
B,1,7/22/16 17:47,83.02
A,3,7/22/16 17:48,94.27
A,2,7/22/16 17:49,107.62
A,3,7/22/16 17:49,117.21
A,3,7/22/16 17:49,166.53
A,2,7/22/16 17:49,112.08
C,3,7/22/16 17:50,147.48
A,2,7/22/16 17:51,111.06
A,2,7/22/16 17:51,125.6
A,2,7/22/16 17:51,130.03
A,2,7/22/16 17:54,79.07
A,2,7/22/16 17:54,71.61
A,2,7/22/16 17:54,62.93
A,3,7/22/16 17:56,73.28
A,2,7/22/16 17:56,118.19
A,3,7/22/16 17:56,108.07
A,2,7/22/16 17:57,158.36
A,2,7/22/16 17:57,153.89
C,3,7/22/16 17:58,93.33
C,1,7/22/16 17:59,227.31
A,2,7/22/16 17:59,116.59
A,2,7/22/16 17:59,142.66
B,3,7/22/16 17:59,126.92
B,3,7/22/16 18:00,145.5
A,3,7/22/16 18:00,185.78
A,3,7/22/16 18:01,149.48
C,1,7/22/16 18:02,296.72
A,2,7/22/16 18:02,91.81
A,3,7/22/16 18:02,124.2
A,2,7/22/16 18:02,125.06
A,2,7/22/16 18:02,62.97
B,1,7/22/16 18:02,117.75
C,1,7/22/16 18:03,95.89
A,2,7/22/16 18:03,144.38
A,2,7/22/16 18:04,63.36
B,3,7/22/16 18:05,131.72
B,1,7/22/16 18:06,132.18
A,3,7/22/16 18:06,283.15
A,2,7/22/16 18:07,38.23
A,3,7/22/16 18:07,76.82
A,2,7/22/16 18:09,71.7
B,3,7/22/16 18:11,85.93
A,2,7/22/16 18:13,89.43
B,3,7/22/16 18:13,55
B,3,7/22/16 18:13,52.27
A,2,7/22/16 18:14,52.59
A,2,7/22/16 18:14,61.35
A,2,7/22/16 18:15,42.79
A,2,7/22/16 18:15,57.44
A,3,7/22/16 18:15,146.95
A,2,7/22/16 18:15,50.04
A,3,7/22/16 18:15,152.66
B,3,7/22/16 18:16,162.83
A,3,7/22/16 18:17,105.98
C,3,7/22/16 18:18,161.5
A,2,7/22/16 18:19,20.2
A,2,7/22/16 18:19,73.25
B,3,7/22/16 18:21,101.35
A,3,7/22/16 18:22,132.05
A,2,7/22/16 18:22,177.99
A,2,7/22/16 18:22,171.08
A,2,7/22/16 18:22,37.24
A,2,7/22/16 18:23,48.76
A,2,7/22/16 18:23,160.9
A,2,7/22/16 18:24,118.42
C,3,7/22/16 18:25,113.8
A,3,7/22/16 18:25,82.89
A,2,7/22/16 18:27,19.24
A,2,7/22/16 18:27,121.94
B,3,7/22/16 18:30,90.57
A,2,7/22/16 18:30,78.82
A,2,7/22/16 18:30,40.01
A,2,7/22/16 18:31,111.45
A,3,7/22/16 18:31,134.3
A,3,7/22/16 18:32,128.7
A,3,7/22/16 18:32,58.29
B,3,7/22/16 18:33,74.48
B,3,7/22/16 18:33,56.69
A,2,7/22/16 18:36,89.71
A,2,7/22/16 18:38,110.55
B,3,7/22/16 18:38,29.82
B,3,7/22/16 18:38,98.76
B,3,7/22/16 18:38,125.29
A,3,7/22/16 18:38,119.31
A,3,7/22/16 18:39,148.41
A,3,7/22/16 18:39,131.1
A,2,7/22/16 18:41,117.42
B,3,7/22/16 18:41,63.23
A,2,7/22/16 18:43,39.95
A,2,7/22/16 18:43,84.39
A,3,7/22/16 18:43,101.03
B,3,7/22/16 18:43,168.91
B,3,7/22/16 18:44,50.63
A,3,7/22/16 18:44,79.04
A,3,7/22/16 18:46,92
B,3,7/22/16 18:50,66.06
A,2,7/22/16 18:50,45.13
C,1,7/22/16 18:52,239.98
A,3,7/22/16 18:52,116.15
B,3,7/22/16 18:52,48.72
A,2,7/22/16 18:53,51.49
B,3,7/22/16 18:53,96.25
A,2,7/22/16 18:54,95.21
A,2,7/22/16 18:54,114.05
A,2,7/22/16 18:55,13.77
B,3,7/22/16 18:55,116.64
A,2,7/22/16 18:56,57.62
A,3,7/22/16 18:57,154.63
A,2,7/22/16 18:58,37.63
A,2,7/22/16 18:59,51.94
B,3,7/22/16 18:59,125.21
A,3,7/22/16 18:59,127.55
A,2,7/22/16 19:01,53.38
A,2,7/22/16 19:01,46.21
A,2,7/22/16 19:01,47.29
C,1,7/22/16 19:02,180.53
A,3,7/22/16 19:02,121.81
A,3,7/22/16 19:02,111.45
A,2,7/22/16 19:04,170.33
A,2,7/22/16 19:04,84.38
A,2,7/22/16 19:05,160.61
A,2,7/22/16 19:06,126.22
A,2,7/22/16 19:07,101.85
B,3,7/22/16 19:07,155.87
A,2,7/22/16 19:07,37.34
A,2,7/22/16 19:09,60.05
C,3,7/22/16 19:09,184.29
B,3,7/22/16 19:12,74.95
C,1,7/22/16 19:14,200.96
A,2,7/22/16 19:14,83.54
A,2,7/22/16 19:15,18.4
A,2,7/22/16 19:17,83.27
A,2,7/22/16 19:17,70.28
C,1,7/22/16 19:17,272.95
A,2,7/22/16 19:17,49.89
B,3,7/22/16 19:18,104.53
A,3,7/22/16 19:18,87.63
A,2,7/22/16 19:19,42.3
B,3,7/22/16 19:20,63.92
A,3,7/22/16 19:20,155.01
A,3,7/22/16 19:23,132.76
A,2,7/22/16 19:25,48.18
C,3,7/22/16 19:26,255.59
A,2,7/22/16 19:26,149.72
A,2,7/22/16 19:27,67.86
A,3,7/22/16 19:28,148.18
A,2,7/22/16 19:29,72.03
B,3,7/22/16 19:29,163.26
A,2,7/22/16 19:30,118.7
A,3,7/22/16 19:30,138.25
C,3,7/22/16 19:30,222.79
A,2,7/22/16 19:33,57.42
A,2,7/22/16 19:33,55.51
A,2,7/22/16 19:33,64.15
A,2,7/22/16 19:35,118.73
A,2,7/22/16 19:35,158.74
A,3,7/22/16 19:35,96.8
A,3,7/22/16 19:36,95.47
A,2,7/22/16 19:37,63.28
A,2,7/22/16 19:38,50.61
A,2,7/22/16 19:40,61.33
A,2,7/22/16 19:40,115.8
A,3,7/22/16 19:42,101.07
A,2,7/22/16 19:43,79.4
B,3,7/22/16 19:43,117.45
A,2,7/22/16 19:43,57.2
C,3,7/22/16 19:45,255.39
A,2,7/22/16 19:46,53.13
A,3,7/22/16 19:46,167.93
A,3,7/22/16 19:48,161.63
A,2,7/22/16 19:51,49.27
A,2,7/22/16 19:54,47.71
A,3,7/22/16 19:56,196.1
A,3,7/22/16 19:57,152.06
B,3,7/22/16 19:58,133.98
A,2,7/22/16 19:59,76.7
A,2,7/22/16 19:59,85.1
C,1,7/22/16 20:00,369.44
A,2,7/22/16 20:01,86.08
A,2,7/22/16 20:01,52.12
B,1,7/22/16 20:02,440.73
A,2,7/22/16 20:07,88.61
A,3,7/22/16 20:09,166.21
B,3,7/22/16 20:13,134.68
B,3,7/22/16 20:15,139.45
A,2,7/22/16 20:17,107.59
A,2,7/22/16 20:18,101.49
A,2,7/22/16 20:18,81.34
A,2,7/22/16 20:21,159.98
A,2,7/22/16 20:21,73.8
A,2,7/22/16 20:21,121.37
A,2,7/22/16 20:22,64.05
A,2,7/22/16 20:22,184.64
A,2,7/22/16 20:23,201.63
A,2,7/22/16 20:23,103.72
A,2,7/22/16 20:29,43.5
A,2,7/22/16 20:30,124
B,3,7/22/16 20:32,176.63
